kind,resref,name,tag,appearance,model,source
door,door_per009,Blast Containment Field {3},FFDoor3,0,T_DOOR01,102PER_s
door,door_per010,Blast Containment Field {4},FFDoor4,0,T_DOOR01,102PER_s
door,hk50_door,Blast Door{HK-50},hk50_door,0,T_DOOR01,001EBO_s
door,sw_door_hhead003,Blast Door{Impossible},BlastDoor,0,T_DOOR01,001EBO_s
door,star_dorm,Blast Door{Starboard Dormitory},star_dorm,0,T_DOOR01,001EBO_s
door,door_dxun007,Cage,305Cage,0,T_DOOR01,305NAR_s
door,sw_door_202_008,Cantina,d_Cantina,0,T_DOOR01,202TEL_s
door,sw_door_dan004,Cantina,d_cantina,0,T_DOOR01,222TEL_s
door,d_207_cant_game,Cantina {Game},d_Cantina_game,0,T_DOOR01,207TEL_s
door,sw_door_202_010,Cantina {Game},d_Cantina_game,0,T_DOOR01,202TEL_s
door,d_202_cantinain,Cantina {Inner},d_Cantina,0,T_DOOR01,202TEL_s
door,d_207_cant_main,Cantina {Main},d_Cantina_main,0,T_DOOR01,207TEL_s
door,d_207_cant_ma001,Cantina {Outer},d_Cantina_outer,0,T_DOOR01,207TEL_s
door,door_narshad004,Cantina{CA},CantinaDoor,0,T_DOOR01,301NAR_s
door,door_650,Caved-in Door{to 650},door_650,0,T_DOOR01,605DAN_s
door,sw_door_sith004,Cell Door,VisasDoor,0,T_DOOR01,851NIH_s
door,sw_door_hhead008,Cockpit Door,cockpit_door,0,T_DOOR01,001EBO_s
door,sw_door_per005,Containment Field {103PER},MainDoor_103PER,0,T_DOOR01,103PER_s
door,sw_door_czerka1,Czerka Door 1,Czerka Door 1,0,T_DOOR01,bif
door,door_czerkam,Czerka Mainframe,CzerkaM,0,T_DOOR01,209TEL_s
door,door_per006,Damaged Door,DamagedDoor,0,T_DOOR01,105PER_s
door,sw_door_sith003,Damaged Door,SithDoor,0,T_DOOR01,851NIH_s
door,sw_door_taris008,Damaged Door,MedBayDoor,0,T_DOOR01,101PER_s
door,sw_door_per008,Docking Door,DockDoor,0,T_DOOR01,101PER_s
door,sw_door_taris009,Docking Door{151HAR},151HARDoor,0,T_DOOR01,101PER_s
door,711_norm_door,Door,711_norm_door,0,T_DOOR01,711KOR_s
door,adum_door,Door,adum_door,0,T_DOOR01,602DAN_s
door,ao_door,Door,ao_door,0,T_DOOR01,602DAN_s
door,door,Door,Door,0,T_DOOR01,702KOR_s
door,door_barrack,Door,door_barrack,0,T_DOOR01,504OND_s
door,door_mal002,Door,SionDoor,0,T_DOOR01,903MAL_s
door,door_narshad011,Door,NarShaddaaDoor10,0,T_DOOR01,351NAR_s
door,door_nih002,Door,RavagerDoor01,0,T_DOOR01,851NIH_s
door,door_ond_004,Door,OnderonDoor03,0,T_DOOR01,506OND_s
door,door_per002,Door,PeragusDoor1,0,T_DOOR01,102PER_s
door,door_per004,Door,PeragusDoor3,0,T_DOOR01,105PER_s
door,door_telosaca001,Door,TelosAcademyDoor1,0,T_DOOR01,262TEL_s
door,enclave_door,Door,Enclave_Door,0,T_DOOR01,610DAN_s
door,exit_door,Door,exit_door,0,T_DOOR01,411DXN_s
door,iz_door_tower,Door,door_tower,0,T_DOOR01,504OND_s
door,norm_doors,Door,norm_doors,0,T_DOOR01,602DAN_s
door,nw_door,Door,nw_door,0,T_DOOR01,411DXN_s
door,sw_door_hhead002,Door,Hammerhead1,0,T_DOOR01,151HAR_s
door,sw_door_per001,Door,PeragusDoor1,0,T_DOOR01,101PER_s
door,unlocked_door,Door,unlocked_door,0,T_DOOR01,601DAN_s
door,sw_door_telos008,Door {Ithorian 01},Door_Ith_01,0,T_DOOR01,204TEL_s
door,sw_door_hhead010,Door {PC Door},PCDoor,0,T_DOOR01,152HAR_s
door,sw_door_hhead006,Door{152HAR},To_152HAR,0,T_DOOR01,151HAR_s
door,711_1st_door,Door{1st},711_1st_door,0,T_DOOR01,711KOR_s
door,711_2nd_door,Door{2nd},711_2nd_door,0,T_DOOR01,711KOR_s
door,d_carth,Door{Carth},d_Carth,0,T_DOOR01,205TEL_s
door,door_narshad002,Door{CA},Door,0,T_DOOR01,301NAR_s
door,sw_door_telos010,Door{chodo's office},d_ith_office,0,T_DOOR01,204TEL_s
door,door_conductor1,Door{Conductor1},door_conductor1,0,T_DOOR01,610DAN_s
door,door_telosaca002,Door{Council Room},CouncilRoom,0,T_DOOR01,262TEL_s
door,crypt_door,Door{Crypt},crypt_door,0,T_DOOR01,711KOR_s
door,sw_door_dan1,Door{Dantooine Door 1},Dantooine Door 1,0,T_DOOR01,bif
door,sw_door_dan2,Door{Dantooine Door 2},Dantooine Door 2,0,T_DOOR01,bif
door,sw_door_dan3,Door{Dantooine Door 3},Dantooine Door 3,0,T_DOOR01,bif
door,sw_door_dan4,Door{Dantooine Door 4},Dantooine Door 4,0,T_DOOR01,bif
door,door_dan01,Door{Dantooine K2 01},DantooineK2Door01,0,T_DOOR01,bif
door,door_dan02,Door{Dantooine K2 02},DantooineK2Door02,0,T_DOOR01,bif
door,door_droid01,Door{Droid Planet 01},DroidPlanetDoor01,0,T_DOOR01,bif
door,door_droid02,Door{Droid Planet 02},DroidPlanetDoor02,0,T_DOOR01,bif
door,door_dxun01,Door{Dxun Door 01},DxunDoor01,0,T_DOOR01,bif
door,door_dxun003,Door{Dxun Door 02},DxunDoor02,0,T_DOOR01,410DXN_s
door,door_dxun02,Door{Dxun Door 02},DxunDoor02,0,T_DOOR01,bif
door,door_dxun03,Door{Dxun Door 03},DxunDoor03,0,T_DOOR01,bif
door,door_dxun04,Door{Dxun Door 04},DxunDoor04,0,T_DOOR01,bif
door,door_dxun05,Door{Dxun Door 05},DxunDoor05,0,T_DOOR01,bif
door,door_dxun06,Door{Dxun Door 06},DxunDoor06,0,T_DOOR01,bif
door,door_dxun07,Door{Dxun Door 07},DxunDoor07,0,T_DOOR01,bif
door,door_enter,Door{Enter/Exit},door_enter,0,T_DOOR01,702KOR_s
door,d_entrance,Door{Entrance},d_entrance,0,T_DOOR01,903MAL_s
door,door_203exb,Door{Exchange Bedroom},door_203exb,0,T_DOOR01,208TEL_s
door,door_203exes,Door{Exchange Escape},door_203exes,0,T_DOOR01,208TEL_s
door,door_203exin,Door{Exchange Inner},door_203exin,0,T_DOOR01,208TEL_s
door,door_203exlo,Door{Exchange Loppak},door_203exlo,0,T_DOOR01,208TEL_s
door,door_203ex,Door{Exchange Normal},door_203ex,0,T_DOOR01,208TEL_s
door,door_203exst,Door{Exchange Storage},door_203exst,0,T_DOOR01,208TEL_s
door,sw_door_dan006,Door{Garage},garage_door,0,T_DOOR01,601DAN_s
door,door_gas,Door{Gas},door_gas,0,T_DOOR01,506OND_s
door,sw_door_hhead2,Door{Hammer Head  - Broken},Hammer Head Door 2,0,T_DOOR01,bif
door,sw_door_hhead1,Door{Hammerhead Door 1},Hammerhead 1,0,T_DOOR01,bif
door,door_har03,Door{Harbinger Engine},HarbingerEngineDoor,0,T_DOOR01,bif
door,sw_door_per025,Door{HK50 Open Door},HK50Door2,0,T_DOOR01,103PER_s
door,interiordoor,Door{Interior},NarShaddaaDoor01,0,T_DOOR01,305NAR_s
door,door_kor08,Door{Korriban Door 08},KorribanDoor08,0,T_DOOR01,bif
door,door_kor09,Door{Korriban Door 09},KorribanDoor09,0,T_DOOR01,bif
door,sw_door_kban1,Door{Korriban Door 1},Korriban Door 1,0,T_DOOR01,bif
door,sw_door_kban2,Door{Korriban Door 2},Korriban Door 2,0,T_DOOR01,bif
door,sw_door_kban004,Door{Korriban Door 3},KorribanDoor3,0,T_DOOR01,701KOR_s
door,sw_door_kban3,Door{Korriban Door 3},Korriban Door 3,0,T_DOOR01,bif
door,sw_door_kban4,Door{Korriban Door 4},Korriban Door 4,0,T_DOOR01,bif
door,sw_door_kban5,Door{Korriban Door 5},Korriban Door 5,0,T_DOOR01,bif
door,sw_door_kban6,Door{Korriban Door 6},Korriban Door 6,0,T_DOOR01,bif
door,sw_door_kban7,Door{Korriban Door 7},Korriban Door 7,0,T_DOOR01,bif
door,sw_door_per013,Door{Kreia Prison Warning},PrisonRoomDr,0,T_DOOR01,101PER_s
door,sw_door_per012,Door{Kreia Warning},GuardRoomDr,0,T_DOOR01,101PER_s
door,711_last_door,Door{Last},711_last_door,0,T_DOOR01,711KOR_s
door,door_library,Door{Library},door_library,0,T_DOOR01,702KOR_s
door,door_locked_dif,Door{Locked Difficult},door_locked_dif,0,T_DOOR01,702KOR_s
door,711_lock_door,Door{Locked; Bashable},711_lock_door,0,T_DOOR01,711KOR_s
door,152lockeddoor,Door{Locked},Hammerhead1,0,T_DOOR01,152HAR_s
door,door_locked,Door{Locked},door_locked,0,T_DOOR01,702KOR_s
door,door_loot,Door{Loot},door_loot,0,T_DOOR01,506OND_s
door,door_mal01,Door{Malachor Door 01},MalachorDoor01,0,T_DOOR01,bif
door,door_mal003,Door{Malachor Door 02},MalachorDoor02,0,T_DOOR01,903MAL_s
door,door_mal02,Door{Malachor Door 02},MalachorDoor02,0,T_DOOR01,bif
door,door_mal03,Door{Malachor Door 03},MalachorDoor03,0,T_DOOR01,bif
door,door_malopen,Door{Malachor Door Open},MalachorDoorOpen,0,T_DOOR01,905MAL_s
door,sw_door_manaan3,Door{Manaan 3},Manaan Door 3,0,T_DOOR01,bif
door,sw_door_manaan4,Door{Manaan 4},Manaan Door 4,0,T_DOOR01,bif
door,sw_door_manaan5,Door{Manaan 5},Manaan Door 5 - Freight Door,0,T_DOOR01,bif
door,sw_door_manaan6,Door{Manaan 6},Manaan Door 6 - Hotel Door,0,T_DOOR01,bif
door,mk2ambush,Door{Mk 2 Ambush},Mk2Ambush,0,T_DOOR01,103PER_s
door,door_narshad01,Door{Nar Shaddaa 01},NarShaddaaDoor01,0,T_DOOR01,bif
door,door_narshad015,Door{Nar Shaddaa 01},NarShaddaaDoor01,0,T_DOOR01,301NAR_s
door,door_narshad02,Door{Nar Shaddaa 02},NarShaddaaDoor02,0,T_DOOR01,bif
door,door_narshad03,Door{Nar Shaddaa 03},NarShaddaaDoor03,0,T_DOOR01,bif
door,door_narshad04,Door{Nar Shaddaa 04},NarShaddaaDoor04,0,T_DOOR01,bif
door,door_narshad05,Door{Nar Shaddaa 05},NarShaddaaDoor05,0,T_DOOR01,bif
door,door_narshad06,Door{Nar Shaddaa 06},NarShaddaaDoor06,0,T_DOOR01,bif
door,door_narshad07,Door{Nar Shaddaa 07},NarShaddaaDoor07,0,T_DOOR01,bif
door,door_narshad08,Door{Nar Shaddaa 08},NarShaddaaDoor08,0,T_DOOR01,bif
door,door_narshad09,Door{Nar Shaddaa 09},NarShaddaaDoor09,0,T_DOOR01,bif
door,door_narshad10,Door{Nar Shaddaa 10},NarShaddaaDoor10,0,T_DOOR01,bif
door,door_secnorth,Door{North Security},door_secnorth,0,T_DOOR01,506OND_s
door,door_ond_01,Door{Onderon 01},OnderonDoor01,0,T_DOOR01,bif
door,door_ond_02,Door{Onderon 02},OnderonDoor02,0,T_DOOR01,bif
door,door_ond_03,Door{Onderon 03},OnderonDoor03,0,T_DOOR01,bif
door,door_ond_04,Door{Onderon 04},OnderonDoor04,0,T_DOOR01,bif
door,door_ond_05,Door{Onderon 05},OnderonDoor05,0,T_DOOR01,bif
door,door_ond_06,Door{Onderon 06},OnderonDoor06,0,T_DOOR01,bif
door,door_palsecurity,Door{Palace Security},door_palsecurity,0,T_DOOR01,506OND_s
door,door_per003,Door{Peragus Door 1 (103PER2)},DOOR_103PER2,0,T_DOOR01,103PER_s
door,door_per01,Door{Peragus Door 1},PeragusDoor1,0,T_DOOR01,bif
door,door_per02,Door{Peragus Door 2},PeragusDoor2,0,T_DOOR01,bif
door,door_per03,Door{Peragus Door 3},PeragusDoor3,0,T_DOOR01,bif
door,door_per04,Door{Peragus Door 4},PeragusDoor4,0,T_DOOR01,bif
door,door_per05,Door{Peragus Door 5},PeragusDoor5,0,T_DOOR01,bif
door,prisondoor,Door{Prison},PrisonDoor,0,T_DOOR01,262TEL_s
door,door_puzzle,Door{Puzzle},door_puzzle,0,T_DOOR01,506OND_s
door,sw_door_rakata4,Door{Rakata 4},Rakata Door 4,0,T_DOOR01,bif
door,door_nih01,Door{Ravager Door 01},RavagerDoor01,0,T_DOOR01,bif
door,d_refugee3,Door{Refugee3},d_refugee3,0,T_DOOR01,301NAR_s
door,sw_door_sith5,Door{Sith 5},Sith Door 5,0,T_DOOR01,bif
door,door_ass,Door{Sith Assassin Attack},door_ass,0,T_DOOR01,702KOR_s
door,door_secnorth001,Door{SouthSecurity},door_secsouth,0,T_DOOR01,506OND_s
door,sw_door_sforge1,Door{Star Forge 1},Star Forge Door 1,0,T_DOOR01,bif
door,door_static,Door{Static},door_static,0,T_DOOR01,506OND_s
door,sw_door_taris6,Door{Taris 6},Taris Door 6,0,T_DOOR01,bif
door,sw_door_taris7,Door{Taris 7},Taris Door 7,0,T_DOOR01,bif
door,sw_door_taris9,Door{Taris 9},Taris Door 9,0,T_DOOR01,bif
door,door_telosacad1,Door{Telos Academy Door 1},TelosAcademyDoor1,0,T_DOOR01,bif
door,door_telosacad2,Door{Telos Academy Door 2},TelosAcademyDoor2,0,T_DOOR01,bif
door,door_telos03,Door{Telos Door 03},TelosDoor03,0,T_DOOR01,bif
door,door_telos05,Door{Telos Door 05},TelosDoor05,0,T_DOOR01,bif
door,door_telos06,Door{Telos Door 06},TelosDoor06,0,T_DOOR01,bif
door,door_tel07,Door{Telos Door 07},TelosDoor07,0,T_DOOR01,bif
door,door_tel08,Door{Telos Door 08},TelosDoor08,0,T_DOOR01,bif
door,door_tel09,Door{Telos Door 09},TelosDoor09,0,T_DOOR01,bif
door,door_tel10,Door{Telos Door 10},TelosDoor10,0,T_DOOR01,bif
door,door_tel11,Door{Telos Door 11},TelosDoor11,0,T_DOOR01,bif
door,door_tel12,Door{Telos Door 12},TelosDoor12,0,T_DOOR01,bif
door,door_tel014,Door{Telos Door 13},TelosDoor13,0,T_DOOR01,222TEL_s
door,door_tel13,Door{Telos Door 13},TelosDoor13,0,T_DOOR01,bif
door,door_tel134,Door{Telos Door 13},TelosDoor13,0,T_DOOR01,222TEL_s
door,door_tel015,Door{Telos Door 14},TelosDoor14,0,T_DOOR01,204TEL_s
door,door_tel016,Door{Telos Door 14},TelosDoor14,0,T_DOOR01,204TEL_s
door,door_tel14,Door{Telos Door 14},TelosDoor14,0,T_DOOR01,bif
door,door_tel15,Door{Telos Door 15},TelosDoor15,0,T_DOOR01,bif
door,door_tel16,Door{Telos Door 16},TelosDoor16,0,T_DOOR01,bif
door,door_tel17,Door{Telos Door 17},TelosDoor17,0,T_DOOR01,bif
door,sw_door_kban002,Door{temple entrance},KorribanTempleDoor,0,T_DOOR01,701KOR_s
door,door_terena,Door{Terena},Door_Terena,0,T_DOOR01,602DAN_s
door,door_thorium,Door{Thorium Charges},door_thorium,0,T_DOOR01,702KOR_s
door,door_torture,Door{Torture Room},door_torture,0,T_DOOR01,702KOR_s
door,door_training,Door{Training Room},door_training,0,T_DOOR01,702KOR_s
door,zherron_door,Door{Zherron},zherron_door,0,T_DOOR01,602DAN_s
door,dxuncachedoor,Dxun Cache Door,DxunCacheDoor,0,T_DOOR01,404DXN_s
door,dxuncache,Dxun Cache Door{Blow up},DxunCache,0,T_DOOR01,402DXN_s
door,cachedooropen,Dxun Cache Door{Open},CacheDoorOpen,0,T_DOOR01,404DXN_s
door,dxuncache_imp,Dxun Cache Door{Thorium},DxunCache_imp,0,T_DOOR01,402DXN_s
door,sw_door_taris010,Emergency Blast Door,BlastDoor1,0,T_DOOR01,101PER_s
door,sw_door_per007,Emergency Blast Door{103PER},Hatch_103PERDoor,0,T_DOOR01,101PER_s
door,sw_door_per006,Emergency Blast Door{105PER},Hatch_105PERDoor,0,T_DOOR01,101PER_s
door,sw_door_per004,Emergency Hatch{102PER},102PERDoor,0,T_DOOR01,101PER_s
door,sw_door_hhead009,Engine Hatch,152HAREngDoor,0,T_DOOR01,153HAR_s
door,engine_door,Engine Room Door,engine_door,0,T_DOOR01,001EBO_s
door,sealeddoor001,Escape Route{303},EscapeRoute,0,T_DOOR01,305NAR_s
door,door_tel001,Force Field,TelosDoor1,0,T_DOOR01,232TEL_s
door,sw_door_ffiel001,Force Field,ForceField,0,T_DOOR01,351NAR_s
door,sw_door_ffield,Force Field,Force Field,0,T_DOOR01,bif
door,door_tel002,Force Field {2},TelosDoor2,0,T_DOOR01,232TEL_s
door,door_telfirst,Force Field {First},TelosDoorFirst,0,T_DOOR01,232TEL_s
door,sw_door_ffiel002,Force Field{1},ForceField1,0,T_DOOR01,351NAR_s
door,sw_door_ffiel003,Force Field{2},ForceField2,0,T_DOOR01,351NAR_s
door,sw_door_ffiel004,Force Field{3},ForceField3,0,T_DOOR01,351NAR_s
door,sw_door_ffiel005,Force Field{4},ForceField4,0,T_DOOR01,351NAR_s
door,sw_door_ffiel006,Force Field{5},ForceField5,0,T_DOOR01,351NAR_s
door,sw_door_ffiel007,Force Field{6},ForceField6,0,T_DOOR01,351NAR_s
door,sw_door_ffiel008,Force Field{7},ForceField7,0,T_DOOR01,351NAR_s
door,ffield_lower,Force Field{Lower},ffield_lower,0,T_DOOR01,504OND_s
door,ffield_upper,Force Field{Upper},ffield_upper,0,T_DOOR01,504OND_s
door,sw_door_sforg002,Hangar Door{003EBO},TO_003EBO,0,T_DOOR01,262TEL_s
door,hangar_door2,Hangar Door{basilisk},hangar_door2,0,T_DOOR01,403DXN_s
door,hangar_door1,Hangar Door{shuttle},hangar_door1,0,T_DOOR01,403DXN_s
door,351door_highsec,High Security Door,SecDoor,0,T_DOOR01,351NAR_s
door,interiordoor004,High Security Door,HighSecuritDoor,0,T_DOOR01,305NAR_s
door,interiordoor001,High Security Door{Interior},HighSecuritDoorInterior,0,T_DOOR01,305NAR_s
door,interiordoor003,High Security Door{Ring},DoorRing,0,T_DOOR01,305NAR_s
door,door_nih004,High Security Door{Security},RavagerDoor01,0,T_DOOR01,852NIH_s
door,sealed_door1,Inner Garage Door,sealed_door1,0,T_DOOR01,001EBO_s
door,iziz_door002,Iziz Door,iziz_door1,0,T_DOOR01,502OND_s
door,iziz_door1,Iziz Door,iziz_door1,0,T_DOOR01,501OND_s
door,dhagon_door,Iziz Door{Dhagon Ghent},dhagon_door,0,T_DOOR01,512OND_s
door,sw_door_kash1,Kashyyyk Door 1,Kashyyyk Door 1,0,T_DOOR01,bif
door,sw_door_kash2,Kashyyyk Door 2,Kashyyyk Door 2,0,T_DOOR01,bif
door,sw_door_kash3,Kashyyyk Door 3,Kashyyyk Door 3,0,T_DOOR01,bif
door,enclave_door_lck,Locked Door,Enclave_Door_Locked,0,T_DOOR01,610DAN_s
door,jorr_door,Locked Door{Jorran},jorr_door,0,T_DOOR01,610DAN_s
door,sw_door_hhead005,Low Security Door,001EBODrSec,0,T_DOOR01,001EBO_s
door,sw_door_per011,Low Security Door,PeragusDoor1,0,T_DOOR01,103PER_s
door,sw_door_hhead004,Low Security Door {Locked},Hammerhead1,0,T_DOOR01,151HAR_s
door,sw_door_czerk001,Low Security Door{Cargo},CargoDoor,0,T_DOOR01,003EBO_s
door,sw_door_hhead011,Low Security Door{Cargo},001EBODrSec,0,T_DOOR01,001EBO_s
door,interiordoor002,Low Security Door{Interior},NarShaddaaDoor01,0,T_DOOR01,305NAR_s
door,sw_door_hhead007,Main Hold Door,001EBODr1,0,T_DOOR01,001EBO_s
door,door_mal004,Malachor Door{sealed},SealedDoor,0,T_DOOR01,905MAL_s
door,sw_door_manaan1,Manaan Door 1,Manaan Door 1,0,T_DOOR01,bif
door,sw_door_manaan2,Manaan Door 2,Manaan Door 2,0,T_DOOR01,bif
door,sw_door_taris007,Medical Storage,MedClosetDoor,0,T_DOOR01,101PER_s
door,sw_door_sforg003,Meditation Chamber,MedChamber,0,T_DOOR01,262TEL_s
door,sw_door_202_009,Merchant,d_Merchant,0,T_DOOR01,202TEL_s
door,sw_door_dan003,Merchant,d_merchant,0,T_DOOR01,222TEL_s
door,door_tel004,Military Door {A1},TelosDoor3A1,0,T_DOOR01,232TEL_s
door,door_tel005,Military Door {A2},TelosDoor3A2,0,T_DOOR01,232TEL_s
door,door_tel006,Military Door {B1},TelosDoor3B1,0,T_DOOR01,232TEL_s
door,door_tel007,Military Door {B2},TelosDoor3B2,0,T_DOOR01,232TEL_s
door,door_tel010,Military Door {C1},TelosDoor3C1,0,T_DOOR01,232TEL_s
door,door_tel011,Military Door {C2},TelosDoor3C2,0,T_DOOR01,232TEL_s
door,door_tel013,Military Door {Chris},TelosDoor3Chris,0,T_DOOR01,232TEL_s
door,door_tel008,Military Door {Tank},TelosDoor3T,0,T_DOOR01,232TEL_s
door,door_tel012,Military Door {Unpowered},TelosDoor3U,0,T_DOOR01,232TEL_s
door,sw_door_202_006,Module Door,d_Module,0,T_DOOR01,202TEL_s
door,sw_door_per010,Morgue Door,MorgueDoor,0,T_DOOR01,101PER_s
door,304enter001,Nar Shaddaa Docks,304Enter,0,T_DOOR01,304NAR_s
door,sealed_door2,Outer Garage Door,sealed_door2,0,T_DOOR01,001EBO_s
door,door_dxun004,Portcullis{End},Portcullis1,0,T_DOOR01,902MAL_s
door,door_dxun005,Portcullis{Start},Portcullis2,0,T_DOOR01,902MAL_s
door,door_203sealed,Pressure Door {Sealed},door_204sealed,0,T_DOOR01,204TEL_s
door,kh_door_locked,Private Door{stays locked},kh_door_locked,0,T_DOOR01,602DAN_s
door,visquisdoor,Private Lounge,VisquisDoor,0,T_DOOR01,304NAR_s
door,sw_door_rakata1,Rakata Door 1,Rakata Door 1,0,T_DOOR01,bif
door,sw_door_rakata2,Rakata Door 2,Rakata Door 2,0,T_DOOR01,bif
door,sw_door_rakata3,Rakata Door 3,Rakata Door 3,0,T_DOOR01,bif
door,door_dan002,Sealed Door,SealedDoor,0,T_DOOR01,004EBO_s
door,door_narshad009,Sealed Hatch,SealedHatch,0,T_DOOR01,351NAR_s
door,d_222doorsealed,Sealed Module Door,d_doorsealed,0,T_DOOR01,222TEL_s
door,d_sealed221,Sealed Module Door,d_sealed,0,T_DOOR01,220TEL_s
door,sw_door_202_007,Sealed Module Door,d_ModuleS,0,T_DOOR01,202TEL_s
door,d_222doorseal001,Sealed Module Door {851NIH},TO_851NIH,0,T_DOOR01,222TEL_s
door,d_sealed222czerk,Sealed Module Door {Czerka},d_sealedczerka,0,T_DOOR01,220TEL_s
door,sw_door_sith005,Sealed Module Door {Shuttle},d_doorshuttlesealed,0,T_DOOR01,222TEL_s
door,door_nih003,Security Door,RavagerDoor01,0,T_DOOR01,851NIH_s
door,door_security,Security Door,Door,0,T_DOOR01,351NAR_s
door,door_tel003,Security Door,TelosDoor3,0,T_DOOR01,232TEL_s
door,kh_door,Security Door,kh_door,0,T_DOOR01,602DAN_s
door,security_door,Security Door,security_door,0,T_DOOR01,403DXN_s
door,sw_door_202_004,Security Door,d_Security,0,T_DOOR01,202TEL_s
door,sw_door_dan005,Security Door,d_tsfsecurity,0,T_DOOR01,222TEL_s
door,sw_door_per015,Security Door {104PER},SecurityDoor104PER,0,T_DOOR01,103PER_s
door,door_conductor2,Security Door{Conductor2},door_conductor2,0,T_DOOR01,610DAN_s
door,enclave_door_sec,Security Door{Disciple},Enclave_Security_Door,0,T_DOOR01,610DAN_s
door,ff_inner,Security Door{Inner},ff_inner,0,T_DOOR01,506OND_s
door,locked_door,Security Door{Mandalore},locked_door,0,T_DOOR01,403DXN_s
door,ff_outer,Security Door{Outer},ff_outer,0,T_DOOR01,506OND_s
door,k2doors001,Security Door{Saquesh},saquesh_door,0,T_DOOR01,302NAR_s
door,door_serroco,Security Door{tough lock},SerrocoLocked,0,T_DOOR01,302NAR_s
door,sw_door_221,Shuttle Door {Suburban Red},d_Suburban,0,T_DOOR01,222TEL_s
door,sw_door_202_001,Shuttle Door {Suburban},d_Suburban,0,T_DOOR01,202TEL_s
door,sw_door_202_002,Shuttle Door{Docks},d_Docks,0,T_DOOR01,202TEL_s
door,sw_door_sith1,Sith Door 1,Sith Door 1,0,T_DOOR01,bif
door,sw_door_sith2,Sith Door 2,Sith Door 2,0,T_DOOR01,bif
door,sw_door_sith3,Sith Door 3,Sith Door 3,0,T_DOOR01,bif
door,sw_door_sith4,Sith Door 4,Sith Door 4,0,T_DOOR01,bif
door,sw_door_sith6,Sith Force Field,Sith Door 6,0,T_DOOR01,bif
door,d_sithsarc,Sith Sarcophagus,d_sithsarc,0,T_DOOR01,411DXN_s
door,sw_door_dan002,Static Dantooine Door 1,DantooineDoor1,0,T_DOOR01,601DAN_s
door,sw_door_taris015,Storage{Generic},StorageGeneric,0,T_DOOR01,201TEL_s
door,enclave_door_stu,Stuck Door,Enclave_Door_Stuck,0,T_DOOR01,610DAN_s
door,kh_door_locke001,Stuck Door{storage},kh_door_storage,0,T_DOOR01,602DAN_s
door,door_narshad003,Swoop Garage{CA},GarageDoor,0,T_DOOR01,301NAR_s
door,sw_door_taris1,Taris Door 1,Taris Door 1,0,T_DOOR01,bif
door,sw_door_taris2,Taris Door 2,Taris Door 2,0,T_DOOR01,bif
door,sw_door_taris3,Taris Door 3,Taris Door 3,0,T_DOOR01,bif
door,sw_door_taris4,Taris Door 4,Taris Door 4,0,T_DOOR01,bif
door,sw_door_taris5,Taris Door 5,Taris Door 5,0,T_DOOR01,bif
